latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-22.56259,121.67384,347.45,1.1,1.05,2025-12-26,705,A,89,6.1NRT,325.47,32.95,D
9.33134,23.53878,322.76,1.34,1.15,2025-12-26,124,A,100,6.1NRT,294.57,32.4,N
13.56655,25.46874,326.42,1.16,1.07,2025-12-26,121,A,100,6.1NRT,293.77,31.71,N
17.89528,-93.1868,309.48,2.42,1.5,2025-12-26,336,T,44,6.1NRT,288.43,30.15,N
22.04494,83.74246,309.59,2.61,1.55,2025-12-26,414,T,49,6.1NRT,294.32,30.12,D
-1.39941,29.21531,315.29,1.65,1.26,2025-12-26,124,A,82,6.1NRT,281.85,29.5,N
-1.3569,29.15413,314.84,1.62,1.25,2025-12-26,124,A,81,6.1NRT,283.41,29.45,N
30.88189,47.33755,313.01,1.86,1.33,2025-12-26,550,T,73,6.1NRT,286.52,29.39,D
9.6772,31.02283,320.27,1.47,1.2,2025-12-26,121,A,83,6.1NRT,292.59,28.67,N
30.72107,49.81758,319.83,1.29,1.13,2025-12-26,550,T,80,6.1NRT,286.8,28.62,D
13.55871,25.45644,324.52,1.17,1.07,2025-12-26,121,A,100,6.1NRT,291.12,28.59,N
6.5992,28.3546,326.37,1.12,1.05,2025-12-26,124,A,100,6.1NRT,294.7,28.57,N
6.33907,28.35237,326.94,1.12,1.06,2025-12-26,124,A,100,6.1NRT,294.81,27.96,N
30.88651,47.33198,311.25,1.86,1.33,2025-12-26,550,T,62,6.1NRT,286.11,27.91,D
-21.77342,122.1933,346.35,1.04,1.02,2025-12-26,705,A,88,6.1NRT,326.74,27.74,D
15.69203,106.19634,312.27,2.4,1.49,2025-12-26,236,T,69,6.1NRT,294.06,27.7,D
10.45557,5.60757,321.33,1.27,1.12,2025-12-26,302,A,100,6.1NRT,289.08,27.48,N
-32.45394,19.09407,327.1,1.06,1.03,2025-12-26,134,A,100,6.1NRT,291.68,27.32,N
9.64802,31.00489,318.63,1.46,1.2,2025-12-26,121,A,56,6.1NRT,290.56,27.23,N
-1.38453,29.19027,314.36,1.64,1.26,2025-12-26,124,A,50,6.1NRT,282.89,26.95,N
-22.93439,-47.17631,313.29,1.64,1.26,2025-12-26,7,T,69,6.1NRT,285.14,26.68,N
17.90776,-93.17244,306.71,2.43,1.5,2025-12-26,336,T,69,6.1NRT,289.67,26.5,N
19.56421,71.36092,320.14,1.44,1.19,2025-12-26,414,T,72,6.1NRT,296.52,26.43,D
17.9055,-93.19476,306.44,2.42,1.5,2025-12-26,336,T,68,6.1NRT,286.01,26.33,N
-22.54804,122.51454,347.45,1.04,1.02,2025-12-26,705,A,89,6.1NRT,327.78,26.01,D
6.61441,28.36371,324.49,1.12,1.05,2025-12-26,124,A,100,6.1NRT,294.06,25.74,N
9.62915,31.05472,318.04,1.48,1.2,2025-12-26,121,A,21,6.1NRT,293.31,24.94,N
4.66425,6.0795,313.74,1.69,1.28,2025-12-26,302,A,88,6.1NRT,289.28,24.63,N
6.60691,28.3658,323.54,1.12,1.05,2025-12-26,124,A,100,6.1NRT,295.24,24.58,N
-32.49373,19.12534,323.78,1.07,1.03,2025-12-26,134,A,100,6.1NRT,290.3,24.52,N
3.46556,5.56494,315.69,1.62,1.25,2025-12-26,302,A,89,6.1NRT,289.0,24.29,N
9.29705,21.27091,307.43,1.97,1.37,2025-12-26,124,A,71,6.1NRT,289.41,24.01,N
9.63339,31.0289,317.42,1.47,1.2,2025-12-26,121,A,26,6.1NRT,293.96,23.82,N
32.10423,47.55114,307.43,1.86,1.33,2025-12-26,550,T,65,6.1NRT,284.59,23.78,D
15.69812,106.16994,311.98,2.39,1.49,2025-12-26,236,T,43,6.1NRT,294.04,23.67,D
13.55724,25.46689,320.4,1.16,1.07,2025-12-26,121,A,100,6.1NRT,291.25,23.55,N
-37.76408,144.72095,313.07,2.12,1.42,2025-12-26,522,A,62,6.1NRT,291.17,23.05,D
18.96284,79.4924,317.48,1.46,1.2,2025-12-26,414,T,77,6.1NRT,295.88,22.89,D
-22.39819,121.5283,342.91,1.11,1.05,2025-12-26,705,A,79,6.1NRT,327.3,22.72,D
30.71951,49.83087,314.98,1.29,1.13,2025-12-26,550,T,75,6.1NRT,285.6,22.61,D
18.64056,-92.17613,300.49,2.97,1.64,2025-12-26,336,T,11,6.1NRT,285.86,22.56,N
24.83422,112.46487,322.67,1.01,1.0,2025-12-26,718,A,82,6.1NRT,285.61,22.44,D
-21.78932,122.34183,344.21,1.04,1.02,2025-12-26,705,A,73,6.1NRT,323.48,22.08,D
23.68171,46.43538,308.49,1.72,1.29,2025-12-26,552,T,67,6.1NRT,284.49,21.68,D
31.21157,48.96412,312.48,1.47,1.2,2025-12-26,550,T,73,6.1NRT,286.5,21.46,D
