latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-14.39857,-63.63213,313.08,1.01,1.01,2025-10-24,132,T,31,6.1NRT,293.2,9.13,N
-14.39982,-63.64132,315.5,1.01,1.01,2025-10-24,132,T,74,6.1NRT,293.46,10.96,N
-14.39092,-63.64262,315.16,1.01,1.01,2025-10-24,132,T,88,6.1NRT,292.05,10.94,N
-14.39216,-63.65182,316.18,1.01,1.01,2025-10-24,132,T,93,6.1NRT,294.06,11.33,N
-14.3934,-63.66103,315.79,1.02,1.01,2025-10-24,132,T,92,6.1NRT,293.29,11.02,N
-14.04203,-62.84962,305.65,1.0,1.0,2025-10-24,132,T,65,6.1NRT,292.07,5.18,N
-13.89149,-62.36755,303.38,1.01,1.01,2025-10-24,132,T,51,6.1NRT,286.11,4.46,N
-13.88132,-62.35974,307.48,1.01,1.01,2025-10-24,132,T,72,6.1NRT,285.97,6.91,N
-13.88261,-62.36889,310.28,1.01,1.01,2025-10-24,132,T,80,6.1NRT,286.04,8.83,N
-13.84716,-63.57189,312.44,1.01,1.0,2025-10-24,132,T,85,6.1NRT,290.35,10.47,N
-13.8484,-63.58101,309.28,1.01,1.0,2025-10-24,132,T,77,6.1NRT,290.41,8.15,N
-13.49264,-63.1986,301.77,1.0,1.0,2025-10-24,132,T,30,6.1NRT,280.56,4.61,N
-13.56512,-64.21014,304.44,1.03,1.02,2025-10-24,132,T,23,6.1NRT,284.26,7.08,N
-13.67617,-66.74811,310.7,1.38,1.16,2025-10-24,132,T,80,6.1NRT,268.59,19.1,N
-13.67768,-66.76057,303.97,1.38,1.16,2025-10-24,132,T,39,6.1NRT,271.66,12.64,N
-13.66893,-66.75539,320.02,1.38,1.16,2025-10-24,132,T,100,6.1NRT,272.05,31.24,N
-13.12655,-65.55212,301.98,1.15,1.07,2025-10-24,132,T,46,6.1NRT,285.07,5.62,N
-13.12791,-65.56252,307.14,1.16,1.07,2025-10-24,132,T,70,6.1NRT,286.42,9.2,N
-12.2326,-60.32847,300.78,1.26,1.12,2025-10-24,132,T,33,6.1NRT,287.39,4.9,N
-11.78491,-63.18039,309.63,1.0,1.0,2025-10-24,132,T,78,6.1NRT,275.07,10.37,N
-10.91151,-62.02275,302.53,1.08,1.04,2025-10-24,132,T,50,6.1NRT,287.85,4.43,N
-10.96801,-62.42056,307.4,1.04,1.02,2025-10-24,132,T,71,6.1NRT,275.94,9.76,N
-10.06481,-63.53007,305.25,1.0,1.0,2025-10-24,132,T,64,6.1NRT,290.55,4.64,N
-9.11824,-65.36117,300.08,1.05,1.02,2025-10-24,132,T,10,6.1NRT,270.4,4.5,N
-9.10921,-65.36243,302.95,1.05,1.02,2025-10-24,132,T,47,6.1NRT,274.31,6.23,N
30.91689,112.32361,306.63,1.29,1.13,2025-10-24,215,T,42,6.1NRT,287.58,9.28,D
30.90708,112.3213,312.63,1.29,1.13,2025-10-24,215,T,73,6.1NRT,287.7,15.64,D
30.76788,112.99677,301.11,1.42,1.18,2025-10-24,215,T,35,6.1NRT,287.03,5.89,D
30.75764,112.99437,303.64,1.42,1.18,2025-10-24,215,T,55,6.1NRT,287.29,8.47,D
30.85266,111.91936,303.61,1.23,1.1,2025-10-24,215,T,27,6.1NRT,286.89,6.76,D
30.84518,111.90477,307.31,1.23,1.1,2025-10-24,215,T,64,6.1NRT,287.69,9.92,D
30.84305,111.91719,303.72,1.23,1.1,2025-10-24,215,T,48,6.1NRT,287.69,6.95,D
30.51505,112.67085,301.9,1.37,1.16,2025-10-24,215,T,50,6.1NRT,287.35,6.41,D
30.5126,112.68459,302.49,1.37,1.16,2025-10-24,215,T,52,6.1NRT,286.93,7.05,D
28.62077,112.51485,305.23,1.45,1.19,2025-10-24,217,T,57,6.1NRT,288.37,9.67,D
28.33756,112.99342,300.3,1.58,1.24,2025-10-24,217,T,34,6.1NRT,286.87,5.16,D
28.08278,113.04564,307.33,1.61,1.25,2025-10-24,217,T,65,6.1NRT,291.14,12.89,D
27.725,102.21571,315.39,1.75,1.3,2025-10-24,217,T,51,6.1NRT,288.7,27.03,D
23.73861,111.62682,300.31,1.57,1.23,2025-10-24,217,T,33,6.1NRT,284.03,7.75,D
23.8486,110.63813,307.66,1.35,1.15,2025-10-24,217,T,66,6.1NRT,284.81,12.85,D
23.57211,110.56595,334.48,1.35,1.15,2025-10-24,217,T,77,6.1NRT,284.08,53.2,D
23.37932,111.15281,307.51,1.48,1.2,2025-10-24,217,T,65,6.1NRT,292.6,10.85,D
23.09151,111.01929,333.64,1.46,1.2,2025-10-24,217,T,89,6.1NRT,287.61,54.75,D
23.09675,111.01369,319.95,1.46,1.2,2025-10-24,217,T,61,6.1NRT,287.53,26.97,D
23.08623,111.01231,323.21,1.46,1.2,2025-10-24,217,T,74,6.1NRT,287.73,32.97,D
22.57948,109.72376,308.11,1.24,1.11,2025-10-24,217,T,62,6.1NRT,284.58,9.74,D
22.0268,111.39642,302.58,1.62,1.25,2025-10-24,217,T,19,6.1NRT,287.11,5.59,D
18.42947,108.98041,309.74,1.29,1.13,2025-10-24,219,T,27,6.1NRT,292.15,6.59,D
18.42175,109.02748,310.63,1.3,1.13,2025-10-24,219,T,51,6.1NRT,292.09,9.49,D
50.9154,128.80968,327.12,3.19,1.69,2025-10-24,209,T,74,6.1NRT,272.82,157.19,D
50.90155,128.80046,303.18,3.19,1.69,2025-10-24,209,T,0,6.1NRT,271.83,50.28,D
50.9167,128.80281,318.39,3.19,1.69,2025-10-24,209,T,59,6.1NRT,272.11,110.94,D
51.01428,126.02568,318.69,2.34,1.48,2025-10-24,209,T,74,6.1NRT,270.87,72.61,D
51.00668,126.05678,300.15,2.35,1.48,2025-10-24,209,T,28,6.1NRT,273.02,27.44,D
51.05843,125.67277,306.83,2.24,1.45,2025-10-24,209,T,64,6.1NRT,270.4,40.45,D
51.05902,125.66811,310.44,2.24,1.45,2025-10-24,209,T,70,6.1NRT,269.81,45.34,D
51.13815,125.16015,306.38,2.11,1.41,2025-10-24,209,T,63,6.1NRT,270.68,34.44,D
51.13293,125.12539,336.29,2.1,1.41,2025-10-24,209,T,0,6.1NRT,272.33,122.92,D
50.77911,125.79398,316.89,2.32,1.47,2025-10-24,209,T,77,6.1NRT,274.57,65.95,D
50.77165,125.82466,305.68,2.33,1.48,2025-10-24,209,T,62,6.1NRT,275.1,37.78,D
50.04008,128.64728,300.33,3.37,1.73,2025-10-24,209,T,35,6.1NRT,276.86,42.78,D
50.75854,125.53492,312.35,2.26,1.46,2025-10-24,209,T,63,6.1NRT,269.68,52.12,D
50.60508,125.53805,303.46,2.29,1.46,2025-10-24,209,T,42,6.1NRT,267.19,34.01,D
50.6068,125.53255,302.3,2.29,1.46,2025-10-24,209,T,0,6.1NRT,265.39,27.84,D
49.36181,129.93105,311.25,4.11,1.88,2025-10-24,209,T,71,6.1NRT,276.51,108.28,D
49.34663,129.92056,301.12,4.11,1.88,2025-10-24,209,T,26,6.1NRT,276.48,54.42,D
50.39393,125.08948,318.07,2.21,1.44,2025-10-24,209,T,74,6.1NRT,273.85,63.2,D
50.45915,125.16568,300.95,2.22,1.44,2025-10-24,209,T,41,6.1NRT,271.98,27.91,D
50.4522,125.19492,308.27,2.23,1.45,2025-10-24,209,T,63,6.1NRT,271.98,42.4,D
50.69788,123.70683,302.08,1.86,1.33,2025-10-24,209,T,45,6.1NRT,271.58,22.26,D
50.40089,125.06644,302.43,2.2,1.44,2025-10-24,209,T,37,6.1NRT,274.93,29.37,D
50.67537,123.69525,300.67,1.86,1.33,2025-10-24,209,T,30,6.1NRT,272.67,19.88,D
50.39401,125.0949,313.58,2.21,1.44,2025-10-24,209,T,42,6.1NRT,272.01,53.15,D
50.33194,124.88465,303.63,2.17,1.43,2025-10-24,209,T,57,6.1NRT,273.96,32.02,D
11.28165,106.57912,310.36,1.18,1.08,2025-10-24,221,T,38,6.1NRT,288.68,5.29,D
50.3253,124.91285,321.22,2.18,1.43,2025-10-24,209,T,81,6.1NRT,275.92,74.49,D
50.47717,124.20171,307.85,1.99,1.38,2025-10-24,209,T,66,6.1NRT,275.55,34.38,D
11.0918,106.54854,307.57,1.18,1.08,2025-10-24,221,T,33,6.1NRT,281.28,4.63,D
10.93993,107.07141,308.14,1.27,1.12,2025-10-24,221,T,53,6.1NRT,283.9,5.84,D
50.47126,124.22753,316.71,2.0,1.38,2025-10-24,209,T,77,6.1NRT,274.81,53.13,D
10.8673,106.94057,309.63,1.25,1.11,2025-10-24,221,T,55,6.1NRT,280.32,7.95,D
50.34618,124.76672,305.09,2.14,1.42,2025-10-24,209,T,61,6.1NRT,273.08,33.28,D
